Name,Type,Level,Tonnage,Power Drain,Equip Slots,Damage Regular,Damage Heat,Damage Stability,Total Damage Regular,Total Damage Heat,Total Damage Stability,Number of Shots,Range Min,Range Optimal,Range Max,Heat Gen,Critical Chance,Cost,Accuracy,Projectiles per Shot,Attack Recoil,Refire Modifier,Indirect Fire,Ammo Category,Range Tag,Weapon Category,Weapon Type,Weapon Sub Type,Prefab ID,Weapon Effect ID,GUI Feature A,GUI Feature B,Specials Code,Icon Code,Manf. Code,Weapon Model Name
,,,,,,Regular,Heat,Stability,Regular,Heat,Stability,,Min,Optimal,Max,,,,,,,,,,,,,,,,,,,,,
IPBC B-Medium T1,1,,0.0625,0 0 1.00000,1,8,0,1,40,0,5,5,0,90,160,12,0.9000,96120,1,1,0,0,FALSE,NotSet,medium,Energy,AC,AC10,AC10,AC10_Ultra,5 Shot Burst,Impairs Target,WEAKEN_3x15`1.04564,Ballistic,WS,Ion Particle Bolt Cannon
IPBC B-Medium T2,2,,0.0625,1 0 1.02000,1,9,0,1,45,0,5,5,0,90,180,12,0.9500,192240,1,1,0,0,FALSE,NotSet,medium,Energy,AC,AC10,AC10,AC10_Ultra,5 Shot Burst,Impairs Target,WEAKEN_3x15`1.05573,Ballistic,WS,Ion Particle Bolt Cannon
IPBC B-Medium T3,3,,0.0625,4 1 1.05657,1,10,0,1,50,0,5,5,0,90,200,12,1.0000,288360,1,1,0,0,FALSE,NotSet,medium,Energy,AC,AC10,AC10,AC10_Ultra,5 Shot Burst,Impairs Target,WEAKEN_3x15`1.06643,Ballistic,WS,Ion Particle Bolt Cannon
IPBC B-Medium T4,4,,0.0625,9 3 1.10392,1,11,0,1,55,0,5,5,0,90,220,12,1.0500,384480,1,1,0,0,FALSE,NotSet,medium,Energy,AC,AC10,AC10,AC10_Ultra,5 Shot Burst,Impairs Target,WEAKEN_3x15`1.07782,Ballistic,WS,Ion Particle Bolt Cannon
IPBC B-Medium T5,5,,0.0625,16 5 1.16000,1,12,0,2,60,0,10,5,0,90,240,12,1.1000,480600,1,1,0,0,FALSE,NotSet,medium,Energy,AC,AC10,AC10,AC10_Ultra,5 Shot Burst,Impairs Target,WEAKEN_3x15`1.08998,Ballistic,WS,Ion Particle Bolt Cannon
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IPBC C-Large T1,1,,0.1250,0 0 1.00000,2,13,0,7,65,0,35,5,0,90,230,18,1.0000,192080,1,1,0,0,FALSE,NotSet,long,Energy,AC,AC20,AC20,AC20_Ultra,5 Shot Burst,Impairs Target,WEAKEN_4x15`1.08998,Ballistic,WS,Ion Particle Bolt Cannon
IPBC C-Large T2,2,,0.1250,2 1 1.02000,2,15,0,8,75,0,40,5,0,90,260,18,1.0500,384160,1,1,0,0,FALSE,NotSet,long,Energy,AC,AC20,AC20,AC20_Ultra,5 Shot Burst,Impairs Target,WEAKEN_4x15`1.11997,Ballistic,WS,Ion Particle Bolt Cannon
IPBC C-Large T3,3,,0.1250,6 3 1.05657,2,17,0,9,85,0,45,5,0,90,290,18,1.1000,576240,1,1,0,0,FALSE,NotSet,long,Energy,AC,AC20,AC20,AC20_Ultra,5 Shot Burst,Impairs Target,WEAKEN_4x15`1.15572,Ballistic,WS,Ion Particle Bolt Cannon
IPBC C-Large T4,4,,0.1250,14 6 1.10392,2,18,0,9,90,0,45,5,0,90,320,18,1.1500,768320,1,1,0,0,FALSE,NotSet,long,Energy,AC,AC20,AC20,AC20_Ultra,5 Shot Burst,Impairs Target,WEAKEN_4x15`1.19963,Ballistic,WS,Ion Particle Bolt Cannon
IPBC C-Large T5,5,,0.1250,25 10 1.16000,2,20,0,10,100,0,50,5,0,90,350,18,1.2000,960400,1,1,0,0,FALSE,NotSet,long,Energy,AC,AC20,AC20,AC20_Ultra,5 Shot Burst,Impairs Target,WEAKEN_4x15`1.25594,Ballistic,WS,Ion Particle Bolt Cannon
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cannon, Plasma Ball",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Type,Level,Tons,Drain,Slots,Damage / Shot,per,Attack,Total Damage,,,Shots,Range,,,Total Heat,Critical Mult.,Cost,Acc.,Pjct. / Shot,Recoil,Refire,Indirect Fire,Ammo Category,Range Tag,Category,Weapon Type,Weapon Sub Type,Prefab ID,Weapon Effect ID,GUI Feature A,GUI Feature B,Specials Code,Icon Code,Maker Code,Weapon Model Name
,,,,,,Regular,Heat,Stability,Regular,Heat,Stability,,Min,Optimal,Max,,,,,,,,,,,,,,,,,,,,,
Plasma Ball Cannon T1,1,5,0.0625,0 0 1.00000,1,0,40,0,0,40,0,1,120,120,400,12,0.2000,24020,1,1,0,2,FALSE,NotSet,medium,Energy,PPC,PPC,PPC,PPC,Melts Target,,HEAT_DMG_5x3`5,Energy,WS,Plasma Ball Cannon
Plasma Ball Cannon T2,2,5,0.0625,1 0 1.01250,1,0,51,0,0,51,0,1,120,120,450,12,0.2500,48040,1,1,0,2,FALSE,NotSet,medium,Energy,PPC,PPC,PPC,PPC,Melts Target,,HEAT_DMG_5x3`10,Energy,WS,Plasma Ball Cannon
Plasma Ball Cannon T3,3,5,0.0625,3 0 1.03536,1,0,63,0,0,63,0,1,120,120,500,12,0.3000,72060,1,1,0,2,FALSE,NotSet,medium,Energy,PPC,PPC,PPC,PPC,Melts Target,,HEAT_DMG_5x3`15,Energy,WS,Plasma Ball Cannon
Plasma Ball Cannon T4,4,5,0.0625,6 0 1.06495,1,0,74,0,0,74,0,1,120,120,550,12,0.3500,96080,1,1,0,2,FALSE,NotSet,medium,Energy,PPC,PPC,PPC,PPC,Melts Target,,HEAT_DMG_5x3`20,Energy,WS,Plasma Ball Cannon
Plasma Ball Cannon T5,5,5,0.0625,10 0 1.10000,1,0,85,0,0,85,0,1,120,120,600,12,0.4000,120100,1,1,0,2,FALSE,NotSet,medium,Energy,PPC,PPC,PPC,PPC,Melts Target,,HEAT_DMG_5x3`25,Energy,WS,Plasma Ball Cannon
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gralthler product catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cannon, Wastemaker AC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Type,Level,Tons,Drain,Slots,Damage / Shot,per,Attack,Total Damage,,,Shots,Range,,,Total Heat,Critical Mult.,Cost,Acc.,Pjct. / Shot,Recoil,Refire,Indirect Fire,Ammo Category,Range Tag,Category,Weapon Type,Weapon Sub Type,Prefab ID,Weapon Effect ID,GUI Feature A,GUI Feature B,Specials Code,Icon Code,Maker Code,Weapon Model Name
,,,,,,Regular,Heat,Stability,Regular,Heat,Stability,,Min,Optimal,Max,,,,,,,,,,,,,,,,,,,,,
Wastemaker AC A-Light T1,1,1,0.1875,0 0 1.00000,1,40,0,5,40,0,5,1,0,150,370,5,0.7000,6250,0,5,0,1,FALSE,WM_Lgt,long,Ballistic,AC,AC5,AC5,AC5_Ultra,,,,Ballistic,GR,Wastemaker Light Auto Cannon
Wastemaker AC A-Light T2,2,1,0.1875,0 0 1.01250,1,45,0,6,45,0,6,1,0,150,400,5,0.7000,12500,0,5,0,1,FALSE,WM_Lgt,long,Ballistic,AC,AC5,AC5,AC5_Ultra,,,,Ballistic,GR,Wastemaker Light Auto Cannon
Wastemaker AC A-Light T3,3,1,0.1875,1 0 1.03536,1,50,0,6,50,0,6,1,0,150,430,5,0.7000,18750,0,5,0,1,FALSE,WM_Lgt,long,Ballistic,AC,AC5,AC5,AC5_Ultra,,,,Ballistic,GR,Wastemaker Light Auto Cannon
Wastemaker AC A-Light T4,4,1,0.1875,3 0 1.06495,1,55,0,7,55,0,7,1,0,150,460,5,0.7000,25000,0,5,0,1,FALSE,WM_Lgt,long,Ballistic,AC,AC5,AC5,AC5_Ultra,,,,Ballistic,GR,Wastemaker Light Auto Cannon
Wastemaker AC A-Light T5,5,1,0.1875,5 0 1.10000,1,60,0,8,60,0,8,1,0,150,490,5,0.7000,31250,0,5,0,1,FALSE,WM_Lgt,long,Ballistic,AC,AC5,AC5,AC5_Ultra,,,,Ballistic,GR,Wastemaker Light Auto Cannon
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wastemaker AC B-Medium T1,1,1,0.2500,0 0 1.00000,1,60,0,10,60,0,10,1,0,120,280,12,0.8000,18750,0,5,0,2,FALSE,WM_Med,medium,Ballistic,AC,AC10,AC10,AC10_Ultra,,,,Ballistic,GR,Wastemaker Medium Auto Cannon
Wastemaker AC B-Medium T2,2,1,0.2500,1 0 1.01500,1,65,0,11,65,0,11,1,0,120,300,12,0.8000,37500,0,5,0,2,FALSE,WM_Med,medium,Ballistic,AC,AC10,AC10,AC10_Ultra,,,,Ballistic,GR,Wastemaker Medium Auto Cannon
Wastemaker AC B-Medium T3,3,1,0.2500,2 0 1.04243,1,70,0,11,70,0,11,1,0,120,320,12,0.8000,56250,0,5,0,2,FALSE,WM_Med,medium,Ballistic,AC,AC10,AC10,AC10_Ultra,,,,Ballistic,GR,Wastemaker Medium Auto Cannon
Wastemaker AC B-Medium T4,4,1,0.2500,5 0 1.07794,1,75,0,12,75,0,12,1,0,120,340,12,0.8000,75000,0,5,0,2,FALSE,WM_Med,medium,Ballistic,AC,AC10,AC10,AC10_Ultra,,,,Ballistic,GR,Wastemaker Medium Auto Cannon
Wastemaker AC B-Medium T5,5,1,0.2500,8 0 1.12000,1,80,0,13,80,0,13,1,0,120,360,12,0.8000,93750,0,5,0,2,FALSE,WM_Med,medium,Ballistic,AC,AC10,AC10,AC10_Ultra,,,,Ballistic,GR,Wastemaker Medium Auto Cannon
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wastemaker AC C-Heavy T1,1,1,0.3125,0 0 1.00000,1,80,0,21,80,0,21,1,0,90,190,20,0.9000,25000,0,5,0,3,FALSE,WM_Hvy,short,Ballistic,AC,AC20,AC20,AC20_Ultra,,,,Ballistic,GR,Wastemaker Heavy Auto Cannon
Wastemaker AC C-Heavy T2,2,1,0.3125,1 0 1.02000,1,85,0,22,85,0,22,1,0,90,200,20,0.9000,50000,0,5,0,3,FALSE,WM_Hvy,short,Ballistic,AC,AC20,AC20,AC20_Ultra,,,,Ballistic,GR,Wastemaker Heavy Auto Cannon
Wastemaker AC C-Heavy T3,3,1,0.3125,3 0 1.05657,1,90,0,24,90,0,24,1,0,90,210,20,0.9000,75000,0,5,0,3,FALSE,WM_Hvy,short,Ballistic,AC,AC20,AC20,AC20_Ultra,,,,Ballistic,GR,Wastemaker Heavy Auto Cannon
Wastemaker AC C-Heavy T4,4,1,0.3125,7 0 1.10392,1,95,0,25,95,0,25,1,0,90,240,20,0.9000,100000,0,5,0,3,FALSE,WM_Hvy,short,Ballistic,AC,AC20,AC20,AC20_Ultra,,,,Ballistic,GR,Wastemaker Heavy Auto Cannon
Wastemaker AC C-Heavy T5,5,1,0.3125,12 0 1.16000,1,100,0,26,100,0,26,1,0,90,250,20,0.9000,125000,0,5,0,3,FALSE,WM_Hvy,short,Ballistic,AC,AC20,AC20,AC20_Ultra,,,,Ballistic,GR,Wastemaker Heavy Auto Cannon
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wastemaker AC D-Sniper T1,1,1,0.2500,0 0 1.00000,1,12,0,2,24,0,4,2,400,400,1000,12,0.4000,30500,-1,5,1,2,FALSE,WM_Snp,extreme,Ballistic,AC,AC2,AC2,AC2_Ultra,2 Shot Burst,,,Ballistic,GR,Wastemaker Sniper Auto Cannon
Wastemaker AC D-Sniper T2,2,1,0.2500,1 0 1.01750,1,14,0,2,28,0,4,2,400,400,1050,12,0.4000,61000,-1,5,1,2,FALSE,WM_Snp,extreme,Ballistic,AC,AC2,AC2,AC2_Ultra,2 Shot Burst,,,Ballistic,GR,Wastemaker Sniper Auto Cannon
Wastemaker AC D-Sniper T3,3,1,0.2500,2 0 1.04950,1,16,0,2,32,0,4,2,400,400,1100,12,0.4000,91500,-1,5,1,2,FALSE,WM_Snp,extreme,Ballistic,AC,AC2,AC2,AC2_Ultra,2 Shot Burst,,,Ballistic,GR,Wastemaker Sniper Auto Cannon
Wastemaker AC D-Sniper T4,4,1,0.2500,5 0 1.09093,1,18,0,2,36,0,4,2,400,400,1150,12,0.4000,122000,-1,5,1,2,FALSE,WM_Snp,extreme,Ballistic,AC,AC2,AC2,AC2_Ultra,2 Shot Burst,,,Ballistic,GR,Wastemaker Sniper Auto Cannon
Wastemaker AC D-Sniper T5,5,1,0.2500,8 0 1.14000,1,20,0,3,40,0,6,2,400,400,1200,12,0.4000,152500,-1,5,1,2,FALSE,WM_Snp,extreme,Ballistic,AC,AC2,AC2,AC2_Ultra,2 Shot Burst,,,Ballistic,GR,Wastemaker Sniper Auto Cannon
